Unnamed: 0,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
0,YUM YUM - Slowed,LXNGVX,funk carioca,2023,2024‑02‑02,109,79,-2,13,19,154,26,12,74
1,YUM YUM - Sped Up,LXNGVX,funk carioca,2023,2024‑02‑02,164,95,-1,22,49,103,22,39,66
2,DRONE,Fighter Masr,,2023,2024‑02‑02,90,60,-7,9,32,173,7,13,23
3,Machkalni Hobak,Dareen,egyptian hip hop,2023,2024‑02‑02,90,39,-12,33,55,160,34,38,22
4,Catalina,Perrie,egyptian hip hop,2023,2024‑02‑02,97,64,-9,21,13,135,71,6,22
5,Awel Nazra,Abuhagarjr,,2023,2024‑02‑02,105,51,-10,11,28,220,39,17,22
6,Meen (feat. Rafiek),Moscow,egyptian hip hop,2024,2024‑02‑02,162,53,-11,35,30,166,15,11,0
7,Lessa,Papa Guede,,2023,2024‑02‑02,135,24,-14,31,6,213,79,4,17
8,System,TIBA,,2023,2024‑02‑02,140,66,-8,9,38,196,35,19,17
9,De Bruyne,Dzel Uzi,egyptian hip hop,2023,2024‑02‑02,105,55,-8,6,89,149,25,38,38
10,Haaland,Dzel Uzi,egyptian hip hop,2023,2024‑02‑02,140,91,-3,7,67,232,20,30,35
11,Hatege Alia Sana,Dzel Uzi,egyptian hip hop,2024,2024‑02‑02,100,64,-6,11,62,154,56,27,0
12,Batal El Mashhad,Moxxd,,2023,2024‑02‑02,120,45,-7,23,27,184,32,7,26
13,Star W Mayhemosh (Freedom Music),Afroto,egyptian hip hop,2023,2024‑02‑02,75,61,-5,57,32,181,12,31,33
14,Howa Enta Ahbal?,Abo El Anwar,egyptian hip hop,2024,2024‑02‑02,103,70,-5,9,97,149,61,34,44
15,SARINA,AbdulAal,,2023,2024‑02‑02,115,65,-6,13,46,205,7,3,19
16,EL RAYES,Begad,egyptian viral pop,2023,2024‑02‑02,119,56,-7,12,60,144,7,22,33
17,CRISTIANO,Begad,egyptian viral pop,2023,2024‑02‑02,100,62,-7,10,70,146,55,29,33
18,Ghanima,Fighter Masr,,2023,2024‑02‑02,100,75,-8,14,23,154,51,6,20
19,MSH HANAM,$AVAGE,,2024,2024‑02‑02,123,70,-5,8,7,184,16,3,30
20,Toosie,Uglymoss,,2023,2024‑02‑02,120,81,-7,23,71,164,35,8,20
21,Ta2reban,Lege-Cy,egyptian hip hop,2023,2024‑02‑02,95,85,-4,20,79,209,53,17,46
22,Escobar,L5VAV,egyptian hip hop,2023,2024‑02‑02,111,65,-9,23,37,186,44,23,42
23,Enty Fein,Sine,,2023,2024‑02‑02,100,47,-8,8,53,149,45,4,22
24,Ana We Akhoya,L5VAV,egyptian hip hop,2023,2024‑02‑02,95,57,-8,9,22,161,66,5,28
25,FOR2O3 LOOZ,Shahyn,egyptian hip hop,2023,2024‑02‑02,103,65,-11,15,93,154,5,17,41
26,اوتوماتيك,Xiety,egyptian hip hop,2023,2024‑02‑02,134,63,-9,13,48,148,5,18,20
27,mesh 3aref a3mel eh,Mosalem,egyptian trap,2024,2024‑02‑02,98,42,-5,18,9,126,19,4,35
28,EL SARA7A,Uglymoss,,2023,2024‑02‑02,144,92,-5,8,58,143,36,12,36
29,Lang,Arsenik,egyptian hip hop,2024,2024‑02‑02,147,64,-5,12,77,146,41,31,45
30,kawabes,Dareen,egyptian hip hop,2023,2024‑02‑02,145,49,-10,23,9,163,6,6,34
31,Zero F,Lege-Cy,egyptian hip hop,2024,2024‑02‑02,130,80,-3,11,66,200,44,30,45
32,Fe Albk Eh,Moxxd,,2023,2024‑02‑02,95,57,-12,11,65,204,47,5,17
33,Kda Msh Bees,Mared,,2023,2024‑02‑02,120,92,-7,30,93,156,32,8,27
34,DDDD,Marwan Pablo,egyptian hip hop,2023,2024‑02‑02,145,64,-8,11,7,136,12,6,57
35,Gen,Salah Tayr,egyptian viral pop,2023,2024‑02‑02,110,69,-8,25,45,158,16,4,46
36,عكسهم,Almas,egyptian trap,2023,2024‑02‑02,134,83,-4,13,28,199,4,4,33
37,El Hal,Mazyn,,2023,2024‑02‑02,93,79,-5,18,79,148,6,24,22
38,ZEKRAYAT,HADY MOAMER,,2023,2024‑02‑02,167,75,-10,28,74,163,9,8,24
39,3al Hady,Wezza,egyptian hip hop,2023,2024‑02‑02,135,70,-10,32,90,131,15,11,17
40,صح صح للكلام,E Evil,egyptian trap,2023,2024‑02‑02,105,66,-7,12,75,190,45,5,29
41,ESCOBAR 3,Azmann,,2023,2024‑02‑02,97,58,-8,20,25,170,17,38,24
42,MANSEETESH (feat. El Shiekh Ahmed Bren),HADY MOAMER,,2023,2024‑02‑02,137,85,-9,8,95,140,7,9,23
43,MASLA7TY,Nada Nader,,2024,2024‑02‑02,153,41,-11,10,86,119,14,16,24
44,FOKAK MENI,Lella Fadda,egyptian alternative,2024,2024‑02‑02,154,34,-17,18,32,113,41,74,40
45,YAL BENT YAL AMWAL,Khaled Rossia,egyptian viral pop,2023,2024‑02‑02,105,71,-8,26,26,186,57,16,34
46,M3 3DM E7TRAMY,Turk,egyptian trap,2024,2024‑02‑02,140,66,-7,7,59,153,51,36,0
47,KAMASHA - كماشه (feat. Wezza Montaser),Mahdy Madness,egyptian trap,2023,2024‑02‑02,105,64,-8,12,35,202,9,16,43
48,LOCATION,TUL8TE,,2023,2024‑02‑02,152,94,-4,33,69,150,17,13,28
49,ماشاء الله,E Evil,egyptian trap,2023,2024‑02‑02,146,59,-9,12,21,171,59,24,31
50,MAGANEEN,Mosalem,egyptian trap,2023,2024‑02‑02,88,41,-10,11,28,240,25,40,28
51,Mazboot,Badran,,2023,2024‑02‑02,113,46,-11,10,4,144,25,19,20
52,ضربه ب ضربه,Ahmed Moza,mahraganat,2020,2024‑02‑02,100,81,-3,12,78,190,27,7,52
53,Wahy Zekrayat,Amr Diab,arab pop,2013,2024‑02‑02,154,49,-10,11,24,199,60,4,60
54,لما بيوحشني,Ramy Sabry,arab pop,2023,2024‑02‑02,164,59,-9,7,46,272,25,4,62
55,بتفتكرني ساعات,Ramy Sabry,arab pop,2023,2024‑02‑02,124,69,-8,6,34,218,19,3,56
56,مش شايفك,3enba,mahraganat,2022,2024‑02‑02,100,86,-3,6,85,142,4,6,58
57,MESAMA3EEN,FL EX,egyptian trap,2022,2024‑02‑02,141,71,-9,26,67,180,48,21,59
58,مجرم غصب عني يا قاضي,Essam Sasa,egyptian pop,2021,2024‑02‑02,107,85,-2,49,82,271,45,11,39
59,نص سيطو مني ( احنا صحاب بلادنا ),Essam Sasa,egyptian pop,2023,2024‑02‑02,107,77,-3,28,65,185,37,6,64
60,المولد يرجع الفرحة ترجع,3enba,mahraganat,2021,2024‑02‑02,105,65,-4,13,70,96,32,13,51
61,انا متلف رسمي مجنن خصمي,مجدي الزهار,egyptian viral pop,2023,2024‑02‑02,110,93,-3,85,93,234,38,8,47
62,Law Bas Nergaa (New Version ),Muslim - مُسلِم,egyptian alternative,2022,2024‑02‑02,95,53,-10,7,42,167,72,32,58
63,انا الاسد سايق عريني,Hamada El Asmar,egyptian pop,2023,2024‑02‑02,106,89,-3,8,76,256,19,30,58
64,Ya Malak,Muslim - مُسلِم,egyptian alternative,2018,2024‑02‑02,88,34,-10,18,36,110,81,4,47
65,HOSS,Husayn,egyptian hip hop,2023,2024‑02‑02,160,51,-11,10,44,120,10,42,55
66,واحدة واحدة,Mohamed Hamaki,arab pop,2006,2024‑02‑02,132,72,-13,6,97,179,40,4,60
67,عره فافي عامل مغامر - بت انتي حب حياتي,Essam Sasa,egyptian pop,2022,2024‑02‑02,186,90,-3,37,74,217,44,16,61
68,صحي كوكب الارض بطلقه,Hamo Bika,egyptian pop,2023,2024‑02‑02,104,88,-2,30,35,212,20,13,49
69,Dawla,3enba,mahraganat,2021,2024‑02‑02,105,83,-3,12,63,176,5,6,49
70,ظروف معنداني,Wael Jassar,arab pop,2015,2024‑02‑02,128,69,-7,18,49,246,4,4,64
71,Rased El Satr,Mohamed Chahine,egyptian pop,2022,2024‑02‑02,101,76,-5,22,27,158,31,20,58
72,ضحكتها يالهوى ربابه,Essam Sasa,egyptian pop,2022,2024‑02‑02,105,83,-3,28,92,256,22,10,41
73,واحشني نفسي - تتر بدايه مسلسل جعفر العمده,Ahmed Saad,arab pop,2023,2024‑02‑02,136,57,-12,14,58,231,49,5,59
74,Hara El Saqueen,Mohamed Mounir,arab pop,2012,2024‑02‑02,152,67,-6,10,78,236,17,3,54
75,جروب الاندال,Hoda Bondok,mahraganat,2020,2024‑02‑02,110,78,-7,14,68,161,25,7,45
76,كنت فاكرك حد مني,Felo,mahraganat,2021,2024‑02‑02,113,81,-2,11,86,238,12,5,43
77,اصابني وجع داخل قلبي,7l2olo,mahraganat,2022,2024‑02‑02,100,76,-1,15,58,197,21,7,44
78,دوست علي زرار الحرب,Karim Cristiano,mahraganat,2023,2024‑02‑02,200,94,-2,37,74,182,23,22,48
79,قلبي شرس وبطاقتي كسرها (انا خاطف قلب حبيبتك),7l2olo,mahraganat,2023,2024‑02‑02,109,88,-1,11,90,209,19,11,36
80,شارع الحياه مش هو هو - كنت اسد بس الحسد,Karim Cristiano,mahraganat,2023,2024‑02‑02,107,95,-2,43,87,297,13,12,60
81,وسط دموع وجراح,Essam Sasa,egyptian pop,2021,2024‑02‑02,110,78,-3,53,81,264,50,8,60
82,لِلّي,Mohamed Mounir,arab pop,2022,2024‑02‑02,92,82,-5,43,86,163,10,7,63
83,Mesh Nadman,Muslim - مُسلِم,egyptian alternative,2021,2024‑02‑02,89,33,-11,8,32,176,77,7,65
84,سيبك من اللي خلع - من فيلم حمص وحلاوة,Mahmoud El Leithy,arab pop,2023,2024‑02‑02,110,92,-2,27,77,172,12,4,68
85,لحظة بعادك,Ramy Gamal,arab pop,2023,2024‑02‑02,116,63,-8,23,66,221,59,5,59
86,دنيا معفره,Essam Sasa,egyptian pop,2021,2024‑02‑02,107,90,0,34,70,233,42,4,52
87,On Fire,3enba,mahraganat,2022,2024‑02‑02,99,81,-2,4,70,158,19,29,60
88,اللي نفسه فيا بيتي ميتوهش,Eslam Kabonga,mahraganat,2023,2024‑02‑02,108,84,-6,36,95,385,36,11,66
89,Ya So7ba Wara Elsetara,Felo,mahraganat,2020,2024‑02‑02,110,87,0,6,78,175,10,16,37
90,جاين نتعارك ونجرح,Essam Sasa,egyptian pop,2021,2024‑02‑02,100,93,-2,14,71,247,52,10,44
91,Konty 2olely,Mohammed Saeed,egyptian alternative,2021,2024‑02‑02,140,24,-15,12,37,170,94,15,60
92,مبقتش حبيبك يا حبيبتي,Essam Sasa,egyptian pop,2021,2024‑02‑02,100,69,-4,20,81,202,54,6,41
93,لفينا الدنيا,Reda El Bahrawy,shaabi,2023,2024‑02‑02,105,71,-5,25,54,201,2,4,64
94,قلبي في خطر 2 - الليل يفوت مع موزه موت,Essam Sasa,egyptian pop,2022,2024‑02‑02,109,80,-4,35,74,260,35,15,41
95,كل ماجي احب غيرك,Nokia El Madfa3,egyptian viral pop,2022,2024‑02‑02,102,87,-2,35,74,199,28,24,34
96,Belyatsho Al Masrah,Ahmed Nafea,mahraganat,2022,2024‑02‑02,110,74,-2,34,92,215,9,16,39
97,شوفت يا صحبي انا باعني صحبي,Kimo El Deeb,egyptian viral pop,2023,2024‑02‑02,105,83,-2,33,76,215,18,12,53
98,ويلكم بالواطين,Kimo El Deeb,egyptian viral pop,2022,2024‑02‑02,107,71,-3,26,78,222,64,5,32
99,انت عمال بتحلم بالفور يو,Kimo Eldeeb,egyptian viral pop,2021,2024‑02‑02,111,89,-3,33,91,216,39,5,45
100,مسا مني ليكوا,Essam Sasa,egyptian pop,2023,2024‑02‑02,107,70,-4,41,83,220,56,5,63
101,يا قلبي لا محبتكش ( لماذا قلبي نبضو قل ),Kimo Eldeeb,egyptian viral pop,2023,2024‑02‑02,95,81,-2,46,51,205,54,5,64
102,يمكن خير,Ramy Sabry,arab pop,2023,2024‑02‑02,105,69,-7,14,88,216,24,3,66
103,هيجيلي موجوع,Tamer Ashour,arab pop,2024,2024‑02‑02,168,68,-7,10,74,211,49,6,69
104,Hayaty Msh Tamam,Ramy Sabry,arab pop,2020,2024‑02‑02,100,66,-6,17,72,195,30,3,59
105,علي باب السيما - من مسلسل ريفو,ريفو شو,egyptian pop,2022,2024‑02‑02,108,27,-16,7,52,151,50,3,62
106,Tayer,Amir Eid,egyptian alternative,2023,2024‑02‑02,140,35,-13,9,26,175,56,5,56
107,Amira,Wegz,egyptian hip hop,2022,2024‑02‑02,118,59,-7,7,63,269,12,4,61
108,Wahda Fada'ya,Galaleo,egyptian alternative,2022,2024‑02‑02,120,53,-8,9,92,179,10,4,44
109,3abali,Ghaliaa,arab alternative,2019,2024‑02‑02,174,45,-8,23,27,201,65,6,58
110,Raye2,Hamza Namira,arab pop,2023,2024‑02‑02,103,67,-9,16,89,228,24,6,50
111,Akeed Rag3een,Hamza Namira,arab pop,2023,2024‑02‑02,137,39,-10,11,39,148,50,6,47
112,اجانص,Shehab,egyptian hip hop,2020,2024‑02‑02,145,49,-10,10,73,205,78,3,53
113,Khalik Wara El Forsa,Amir Eid,egyptian alternative,2023,2024‑02‑02,88,56,-11,28,53,86,29,19,49
114,Lw,Samar Tarik,egyptian pop,2023,2024‑02‑02,164,26,-12,8,24,202,87,10,57
115,Hadalaany - From Bhabak Movie,Tamer Hosny,arab pop,2023,2024‑02‑02,92,76,-4,40,47,206,10,9,56
116,"Wenta Be3eed - From ""Bhabak"" Movie",Tamer Hosny,arab pop,2023,2024‑02‑02,126,49,-8,17,32,226,32,3,59
117,Ountha,Bigsam,middle east hip hop,2023,2024‑02‑02,172,47,-10,11,44,208,30,9,53
118,Ya Kahera,Muhab,egyptian trap,2023,2024‑02‑02,93,58,-9,17,75,170,16,11,52
119,Kan Endena Tahoun Sahar El Laialy,Fairuz,arab pop,1974,2024‑02‑02,71,64,-13,96,53,170,84,21,55
120,Lessa Bahinlha,Ramy Essam,arab alternative,2021,2024‑02‑02,93,31,-12,11,33,207,54,8,54
121,Tegy Ntrahn,Tamer Ashour,arab pop,2022,2024‑02‑02,90,62,-8,8,58,241,52,9,62
122,Kan Mawdo3,Tamer Ashour,arab pop,2022,2024‑02‑02,140,64,-5,11,30,282,40,5,62
123,المراية,Sherine,arab pop,2019,2024‑02‑02,108,33,-8,10,35,174,86,3,61
124,Wahshteeny,Amir Eid,egyptian alternative,2023,2024‑02‑02,124,55,-9,7,88,148,31,6,60
125,Bektoub Ismak Ya Habibi,Fairuz,arab pop,1964,2024‑02‑02,85,17,-12,9,57,279,97,4,54
126,Matafetch,Marwan Pablo,egyptian hip hop,2023,2024‑02‑02,160,69,-7,11,27,156,13,3,65
127,El Mabda2,Marwan Pablo,egyptian hip hop,2023,2024‑02‑02,112,61,-6,12,36,159,38,6,66
128,Etnaset,Muslim - مُسلِم,egyptian alternative,2021,2024‑02‑02,148,50,-8,11,27,196,80,7,63
129,Alo Aleky,Mohammed Saeed,egyptian alternative,2022,2024‑02‑02,166,41,-8,10,51,179,92,18,66
130,زي شمس و قمر,Amir Eid,egyptian alternative,2019,2024‑02‑02,116,40,-10,29,44,109,45,6,45
131,يوم جديد,Amir Eid,egyptian alternative,2019,2024‑02‑02,162,20,-13,13,72,50,57,3,48
132,سنين,Amir Eid,egyptian alternative,2019,2024‑02‑02,110,35,-10,17,25,81,61,3,39
133,عندي فكرة,Amir Eid,egyptian alternative,2019,2024‑02‑02,108,29,-10,12,43,95,11,3,37
134,Amrikkka,Shabjdeed,middle east hip hop,2020,2024‑02‑02,140,79,-7,14,55,206,77,15,57
135,James Dean,Cairokee,arab alternative,2022,2024‑02‑02,114,67,-7,19,54,245,12,3,55
136,Tarantino,Cairokee,arab alternative,2022,2024‑02‑02,142,56,-7,5,57,182,18,8,52
137,Nefsy Ahbek,Cairokee,arab alternative,2022,2024‑02‑02,184,31,-12,24,59,258,70,3,59
138,Basrah w Atooh,Cairokee,arab alternative,2022,2024‑02‑02,104,51,-9,24,55,238,37,12,64
139,Ana Negm,Cairokee,arab alternative,2022,2024‑02‑02,92,49,-10,13,26,242,77,4,62
140,Johnny Cash,Cairokee,arab alternative,2022,2024‑02‑02,100,48,-9,18,55,167,82,6,50
141,Samurai,Cairokee,arab alternative,2022,2024‑02‑02,112,70,-7,7,58,177,42,4,59
142,السكة شمال - كايروكي من الاستوديو,Cairokee,arab alternative,2020,2024‑02‑02,90,42,-10,24,46,133,23,3,37
143,ليلى - كايروكي من الاستوديو,Cairokee,arab alternative,2020,2024‑02‑02,100,39,-13,7,33,212,68,4,59
144,Mentalité,Baby Gang,trap italiana,2022,2024‑02‑02,129,52,-8,11,57,217,70,36,75
145,Gangsta's Paradise,Coolio,g funk,1995,2024‑02‑02,80,51,-10,40,39,241,7,6,88
146,Lay Low,Tiësto,big room,2023,2024‑02‑02,122,86,-5,35,42,153,6,18,82
147,Ni**as In Paris,JAY-Z,east coast hip hop,2011,2024‑02‑02,140,86,-6,35,78,219,13,31,86
148,UK Rap,Dave,uk hip hop,2023,2024‑02‑02,140,68,-5,11,70,198,34,37,77
149,Panda,Desiigner,pop rap,2016,2024‑02‑02,145,77,-5,37,24,247,3,45,72
150,HOTEL LOBBY (Unc & Phew),Quavo,atl hip hop,2022,2024‑02‑02,128,64,-4,23,16,143,14,17,73
151,Rush,Ayra Starr,afrobeats,2022,2024‑02‑02,100,50,-8,10,38,185,4,6,78
152,FE!N (feat. Playboi Carti),Travis Scott,hip hop,2023,2024‑02‑02,148,88,-3,14,20,192,3,6,92
153,SAY MY GRACE (feat. Travis Scott),Offset,atl hip hop,2023,2024‑02‑02,122,64,-5,13,48,173,6,5,83
154,PARK CHINOIS,K-Trap,uk drill,2023,2024‑02‑02,144,86,-5,14,75,202,31,29,67
155,MILANO,BIA,rap latina,2023,2024‑02‑02,144,43,-13,36,49,195,7,28,73
156,Just Wanna Rock,Lil Uzi Vert,hip hop,2022,2024‑02‑02,150,55,-8,6,4,124,7,3,81
157,MONTAGEM - PR FUNK,S3BZS,funk carioca,2023,2024‑02‑02,130,80,-3,9,80,62,73,5,86
158,Pressure,Rushy,,2023,2024‑02‑02,140,72,-7,19,49,165,4,28,73
159,Mocro Mafia (feat. Maes),Baby Gang,trap italiana,2023,2024‑02‑02,100,75,-4,9,56,194,17,22,69
160,6 Foot 7 Foot,Lil Wayne,hip hop,2011,2024‑02‑02,79,75,-5,32,60,249,0,30,66
161,Calm Down (with Selena Gomez),Rema,afrobeats,2022,2024‑02‑02,107,81,-5,11,80,239,38,4,90
162,Everybody (feat. Lil Uzi Vert),Nicki Minaj,hip pop,2023,2024‑02‑02,138,77,-6,23,39,181,3,26,88
163,Till I Collapse,Eminem,detroit hip hop,2002,2024‑02‑02,171,85,-3,8,10,298,6,19,88
164,Unstoppable,Sia,australian dance,2016,2024‑02‑02,174,78,-5,10,26,218,11,8,83
165,Deli,Ice Spice,bronx drill,2023,2024‑02‑02,140,76,-6,13,27,127,12,20,84
166,Lose Yourself,Eminem,detroit hip hop,2014,2024‑02‑02,171,74,-5,37,6,321,1,27,76
167,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,east coast hip hop,2018,2024‑02‑02,80,57,-8,10,29,205,6,11,84
168,Ambition For Cash,Key Glock,memphis hip hop,2021,2024‑02‑02,149,73,-5,14,58,143,1,19,68
169,Pelele,Morad,drill espanol,2021,2024‑02‑02,145,70,-6,8,83,217,22,16,72
170,BILLIE EILISH.,Armani White,indie hip hop,2022,2024‑02‑02,100,51,-7,9,77,99,12,26,74
171,HUMBLE.,Kendrick Lamar,conscious hip hop,2017,2024‑02‑02,150,62,-7,10,42,177,0,10,87
172,The Box,Roddy Ricch,melodic rap,2019,2024‑02‑02,117,59,-7,79,64,197,10,6,86
173,In Da Club,50 Cent,east coast hip hop,2003,2024‑02‑02,90,71,-3,7,78,193,26,37,86
174,Whoopty,CJ,nyc rap,2020,2024‑02‑02,140,65,-8,13,66,123,20,13,72
175,Level Up,Ciara,dance pop,2019,2024‑02‑02,153,82,-5,11,61,204,1,15,69
176,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,lgbtq+ hip hop,2021,2024‑02‑02,150,70,-7,5,89,212,2,6,81
177,Murder In My Mind,Kordhell,drift phonk,2022,2024‑02‑02,120,97,-1,13,57,145,1,11,85
178,Get Deady,Fivio Foreign,brooklyn drill,2023,2024‑02‑02,140,72,-7,7,45,203,2,28,67
179,Dior,Pop Smoke,brooklyn drill,2019,2024‑02‑02,142,81,-6,41,65,216,21,35,83
180,Ojos Sin Ver,Morad,drill espanol,2023,2024‑02‑02,124,73,-5,6,38,192,42,13,66
181,Doja,Central Cee,melodic drill,2022,2024‑02‑02,140,57,-7,40,97,97,38,29,84
182,24 hours to live,Joyner Lucas,boston hip hop,2023,2024‑02‑02,142,64,-10,29,61,209,12,31,68
183,Call Me Revenge - Call of Duty: Modern Warfare 3,21 Savage,atl hip hop,2023,2024‑02‑02,159,63,-8,15,41,166,2,15,69
184,I'm Good (Blue),David Guetta,big room,2022,2024‑02‑02,128,97,-4,37,30,175,0,3,92
185,Still D.R.E.,Dr. Dre,g funk,1999,2024‑02‑02,93,78,-3,5,53,271,16,23,85
186,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,rap,2022,2024‑02‑02,117,61,-5,19,49,183,15,26,89
187,Free Falling,James Arthur,pop,2024,2024‑02‑02,112,39,-9,11,21,173,51,3,71
188,Pick Me,Alec Benjamin,alt z,2024,2024‑02‑02,104,49,-9,12,48,179,80,5,68
189,Behind,Myles Smith,singer-songwriter pop,2023,2024‑02‑02,122,79,-8,26,52,199,16,4,69
190,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,pop,2023,2024‑02‑02,142,37,-8,12,23,205,84,3,87
191,How Much Longer?,Alexander 23,alt z,2024,2024‑02‑02,158,45,-8,12,36,244,43,3,58
192,Passionate,AJ Mitchell,alt z,2023,2024‑02‑02,99,51,-8,36,37,163,4,5,58
193,Loving You Will Be The Death Of Me,Tom Odell,chill pop,2024,2024‑02‑02,180,33,-10,18,33,132,74,12,69
194,run for the hills,Tate McRae,alt z,2023,2024‑02‑02,130,83,-4,12,23,144,54,9,86
195,exes,Tate McRae,alt z,2023,2024‑02‑02,137,57,-7,11,61,159,17,6,90
196,Dreaming,Tones And I,australian pop,2024,2024‑02‑02,90,61,-7,21,33,208,19,14,0
197,LALALALA,Stray Kids,k-pop,2023,2024‑02‑02,126,85,-3,65,61,182,6,5,86
198,Lovesick,Jenna Raine,alt z,2024,2024‑02‑02,152,73,-6,19,70,152,28,7,57
199,"Everywhere, Everything (with Gracie Abrams)",Noah Kahan,pov: indie,2023,2024‑02‑02,180,36,-10,13,31,258,57,3,81
200,"he loves me, he loves me not",Jessica Baio,singer-songwriter pop,2024,2024‑02‑02,180,67,-7,54,37,158,2,25,73
201,The Things I Do For Love,bludnymph,,2024,2024‑02‑02,136,76,-4,45,77,161,22,11,62
202,Cedar,Gracie Abrams,alt z,2023,2024‑02‑02,134,40,-9,10,14,253,74,3,68
203,GODS,League of Legends,speedrun,2023,2024‑02‑02,146,77,-6,20,49,221,1,5,85
204,club heaven,Nessa Barrett,alt z,2023,2024‑02‑02,96,64,-6,8,37,132,8,21,69
205,Solo,Myles Smith,singer-songwriter pop,2023,2024‑02‑02,123,46,-7,12,35,200,70,4,82
206,older,Isabel LaRosa,dark r&b,2023,2024‑02‑02,68,51,-7,9,42,138,8,3,84
207,Not My Fault (with Megan Thee Stallion),Reneé Rapp,alt z,2024,2024‑02‑02,124,79,-6,38,87,171,11,18,79
208,Say Cheese,Paul Russell,indie r&b,2024,2024‑02‑02,105,73,-3,33,80,153,9,7,62
209,You & Me,JENNIE,k-pop,2023,2024‑02‑02,112,57,-6,9,57,179,1,6,80
210,something to remember,Matt Hansen,gen z singer-songwriter,2023,2024‑02‑02,112,72,-7,12,49,162,38,3,80
211,Touchy Feely Fool,AJR,pov: indie,2023,2024‑02‑02,76,76,-5,33,61,215,13,14,69
212,Eras Of Us,FLETCHER,alt z,2023,2024‑02‑02,130,59,-8,15,10,169,10,7,71
213,Lovesick,Laufey,gen z singer-songwriter,2023,2024‑02‑02,105,37,-10,11,34,225,66,3,74
214,ur special to me,Artemas,,2024,2024‑02‑02,172,84,-7,27,24,114,0,4,60
215,this is what winter feels like,JVKE,modern indie pop,2024,2024‑02‑02,115,51,-6,38,36,195,65,6,75
216,making the bed,Olivia Rodrigo,pop,2023,2024‑02‑02,133,41,-8,12,23,199,35,3,81
217,hard enough to stay alive,Arden Jones,singer-songwriter pop,2024,2024‑02‑02,94,97,-2,12,41,153,0,17,62
218,Beautiful Things,Benson Boone,singer-songwriter pop,2024,2024‑02‑02,105,47,-6,14,22,180,15,6,91
219,Whatever,Kygo,edm,2024,2024‑02‑02,108,78,-6,33,60,178,11,7,87
220,Last Man Standing,Livingston,singer-songwriter pop,2024,2024‑02‑02,138,44,-6,11,45,183,84,3,72
221,Aphrodite,Sam Short,alt z,2024,2024‑02‑02,108,62,-5,50,39,144,1,5,63
222,Don't Need to Sleep,John Legend,neo soul,2023,2024‑02‑02,123,63,-6,34,19,189,30,4,60
223,Hungry Heart,Declan J Donovan,indie anthem-folk,2024,2024‑02‑02,132,74,-5,17,76,140,6,4,61
224,Nice to meet you (feat. Central Cee),PinkPantheress,bedroom pop,2023,2024‑02‑02,148,78,-7,6,55,162,3,5,75
225,Lead Me On,FLETCHER,alt z,2024,2024‑02‑02,148,94,-5,12,31,174,1,9,70
226,Selfish,Justin Timberlake,dance pop,2024,2024‑02‑02,88,54,-7,9,38,229,7,4,82
227,On My Mama,Victoria Monét,alternative r&b,2023,2024‑02‑02,153,54,-8,12,62,187,55,11,74
228,he never will,Alexander Stewart,singer-songwriter pop,2023,2024‑02‑02,130,76,-5,11,53,171,12,5,69
229,Scared To Start,Michael Marcagi,,2024,2024‑02‑02,148,55,-11,40,44,160,38,3,84
230,Deep In Your Love,Alok,electro house,2024,2024‑02‑02,130,84,-6,6,56,145,1,4,80
231,Tummy Hurts,Reneé Rapp,alt z,2023,2024‑02‑02,150,68,-6,12,48,169,78,29,79
232,UNTOUCHABLE,ITZY,k-pop,2024,2024‑02‑02,105,90,-3,8,67,194,22,13,80
233,Angels in Tibet,Amaarae,afro r&b,2023,2024‑02‑02,140,68,-6,14,54,143,24,13,80
234,HEAVEN,The Kid LAROI,australian hip hop,2024,2024‑02‑02,143,28,-9,10,41,175,77,4,78
235,When We Were Young (The Logical Song),David Guetta,big room,2023,2024‑02‑02,140,91,-5,11,50,147,5,5,87
236,Don't Like Anybody,Bella Poarch,modern alternative pop,2024,2024‑02‑02,147,65,-5,5,73,131,2,8,0
237,Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),Lil Nas X,lgbtq+ hip hop,2024,2024‑02‑02,142,56,-7,18,12,195,8,4,70
238,Clarity,24kGoldn,cali rap,2024,2024‑02‑02,151,82,-5,14,55,138,29,25,0
239,Mosquito,PinkPantheress,bedroom pop,2023,2024‑02‑02,163,90,-4,19,56,146,9,12,65
240,Only In My Mind,Kenya Grace,singer-songwriter pop,2023,2024‑02‑02,143,76,-10,11,42,161,70,11,72
241,Call Me Yours,Lillian Hepler,alt z,2024,2024‑02‑02,74,30,-8,12,13,152,34,10,50
242,Memories,Dean Lewis,australian pop,2024,2024‑02‑02,129,39,-7,12,41,180,80,4,0
243,if u think i'm pretty,Artemas,,2023,2024‑02‑02,144,58,-6,56,40,114,53,5,85
244,White Glove,Dove Cameron,pop,2023,2024‑02‑02,178,69,-5,32,48,150,2,4,66
245,Strangers,Lewis Capaldi,pop,2024,2024‑02‑02,114,45,-4,7,25,214,51,5,78
