Name,Review,Genre,Tags,Developer,Publisher,Price,release_date,Total Number Of Reviews
Penumbra Overture,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Captions available']",Frictional Games,Frictional Games,9.99,2007-03-30,3040.0
Age of Wonders III,Very Positive,"['RPG, Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']",Triumph Studios,Paradox Interactive,17.99,2014-03-31,6714.0
Say No! More,Very Positive,"['Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Studio Fizbin,Thunderful Publishing,7.99,2021-04-09,806.0
War for the Overworld,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Brightrock Games,Brightrock Games,29.99,2015-04-02,5937.0
Tom Clancy's Ghost Recon®,Very Positive,['Action'],['Single-player'],Red Storm Entertainment,Ubisoft,7.99,2001-11-13,1211.0
Yomawari: Lost in the Dark,Very Positive,"['Adventure, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Nippon Ichi Software, Inc.","NIS America, Inc.",19.99,2022-10-25,184.0
Rolling Line,Overwhelmingly Positive,"['Casual, Indie, Simulation']","['Single-player', 'Tracked Controller Support', 'VR Supported', 'Steam Workshop', 'Includes level editor']",Gaugepunk Games,Gaugepunk Games,10.49,2018-04-27,1759.0
ENCODYA,Mostly Positive,['Adventure'],"['Single-player', 'Steam Achievements']",Chaosmonger Studio,Assemble Entertainment,1.24,2021-01-26,251.0
The Awakener: Forgotten Oath,Mostly Positive,"['Action, RPG']","['Single-player', 'Steam Cloud']",TANER GAMES,Gamera Games,16.99,2023-11-07,136.0
Model Builder,Mostly Positive,"['Casual, Simulation']","['Single-player', 'Steam Achievements']",Moonlit S.A.,Green Man Gaming Publishing,10.49,2022-02-08,961.0
aerofly RC 8,Very Positive,['Simulation'],"['Single-player', 'LAN PvP', 'Shared/Split Screen PvP', 'VR Supported']",IPACS,IPACS,79.99,2021-02-05,86.0
Home Designer Makeover Blast,Mostly Positive,"['Casual, Simulation, Free to Play']","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited ']",Tamalaki,Matryoshka,0.0,2023-10-17,115.0
Star Realms,Very Positive,['Strategy'],"['Single-player', 'Cross-Platform Multiplayer', 'Remote Play Together']","Wise Wizard Games, LLC","Wise Wizard Games, LLC",0.0,2016-03-08,1838.0
Erannorth Chronicles,Very Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']",Spyridon Thalassinos,Spyridon Thalassinos,10.5,2021-09-17,310.0
Love Esquire - RPG/Dating Sim/Visual Novel,Very Positive,"['Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']",Yangyang Mobile,Yangyang Mobile,24.99,2019-10-08,919.0
Beat Hazard 2,Very Positive,"['Action, Casual, Indie']","['Single-player', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Achievements', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",Cold Beam Games,Cold Beam Games,18.99,2019-10-16,1295.0
Sorcery! Parts 1 and 2,Very Positive,"['Adventure, Indie, RPG']",['Single-player'],inkle Ltd,inkle Ltd,12.99,2016-02-02,484.0
Crawl Tactics,Mostly Positive,"['Casual, Indie, RPG, Strategy']","['Single-player', 'Steam Cloud']",icefill,icefill,19.99,2022-12-09,48.0
Never Alone (Kisima Ingitchuna),Very Positive,"['Action, Adventure, Casual, Indie']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",Upper One Games,E-Line Media,14.99,2014-11-18,5437.0
STORY OF SEASONS: Friends of Mineral Town,Very Positive,"['Casual, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']",Marvelous Inc.,XSEED Games,39.99,2020-07-14,4293.0
Juno: New Origins,Very Positive,"['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Jundroo, LLC","Jundroo, LLC",10.49,2023-01-26,2293.0
BloodRayne: Terminal Cut,Very Positive,['Action'],"['Single-player', 'Steam Trading Cards']",Terminal Reality,Ziggurat,7.99,2020-11-20,971.0
Kitten Burst,Very Positive,"['Adventure, Indie, Racing, RPG']","['Single-player', 'Steam Achievements', 'Steam is learning about this game ']",Lithodelphis,Lithodelphis,12.49,2024-01-20,86.0
A Light in the Dark,Very Positive,"['Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",CreSpirit,Sekai Project,4.79,2018-06-16,1468.0
Lost2,Very Positive,"['Casual, Indie, Strategy']","['Single-player', 'Steam Cloud']",DSGame,DSGame,15.99,2022-09-30,1241.0
The Wild Eight,Mostly Positive,"['Action, Adventure, Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Remote Play on TV']",Eight Points,HypeTrain Digital,14.99,2019-10-03,6110.0
Lock 'n Load Tactical Digital: Core Game,Very Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop']",Lock 'n Load Publishing,Lock 'n Load Publishing,4.99,2020-04-03,470.0
Hood Warfare,Very Positive,"['Action, Early Access']","['Single-player', 'Online PvP']",Trapstar Games,Trapstar Games,4.99,2023-01-26,169.0
GROSS,Very Positive,"['Action, Strategy']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",hangry owl games,hangry owl games,7.29,2023-01-11,157.0
Alien Marauder,Mostly Positive,"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']",Vexan Studio,Vexan Studio,19.99,2021-11-18,276.0
Atelier Firis: The Alchemist and the Mysterious Journey DX,Mostly Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud']","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",33.29,2021-04-22,275.0
Accident,Mostly Positive,"['Indie, Simulation']",['Single-player'],Duality Games,Duality Games,14.99,2021-09-21,1190.0
The Castles of Burgundy,Mostly Positive,"['Casual, Indie, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Turn Notifications', 'Remote Play Together']",DIGIDICED,DIGIDICED,14.99,2019-02-28,189.0
Timeflow – Life Sim,Very Positive,"['Indie, RPG, Simulation, Strategy, Early Access']","['Single-player', 'Shared/Split Screen PvP', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Remote Play Together']",Look Book Inc,Look Book Inc,5.79,2019-01-01,1237.0
X3: Terran Conflict,Very Positive,"['Action, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",Egosoft,Egosoft,8.49,2008-10-16,1931.0
Deadlight,Mostly Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","Tequila Works, S.L.",Xbox Game Studios,3.74,2012-10-25,9122.0
Infinite Tao,Mostly Positive,"['Action, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",insomnia,insomnia,2.59,2023-05-08,776.0
OPUS: Rocket of Whispers,Very Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",SIGONO INC.,SIGONO INC.,7.99,2018-02-08,1152.0
Ben 10,Mostly Positive,['Action'],['Single-player'],Torus Games,Outright Games Ltd.,12.49,2017-11-15,305.0
Tempest: Pirate Action RPG,Mostly Positive,"['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",HeroCraft,HeroCraft PC,7.99,2016-08-22,1671.0
The Catch: Carp & Coarse Fishing,Mostly Positive,"['Casual, Simulation, Sports, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements']",Dovetail Games,Dovetail Games - Fishing,3.74,2020-06-30,264.0
The Immortal Mayor,Mixed,"['Simulation, Strategy']","['Single-player', 'Steam Cloud']",Star Chess Studio,Yooreka Studio,19.99,2023-08-18,2538.0
We Are The Caretakers,Mixed,"['Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Heart Shaped Games LLC,Heart Shaped Games LLC,19.99,2023-01-06,23.0
Hakuoki: Edo Blossoms,Overwhelmingly Positive,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Idea Factory,Idea Factory International,5.79,2018-03-13,721.0
Despair: Blood Curse,Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam is learning about this game ']",Crimson Sequence,Crimson Sequence,6.59,2024-01-10,38.0
Circadian Dice,Very Positive,['Strategy'],"['Single-player', 'Steam Cloud']",Shuffle Up Games,Shuffle Up Games,5.99,2022-07-11,474.0
Legend of Keepers: Career of a Dungeon Manager,Mostly Positive,"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Goblinz Studio,Goblinz Publishing,10.49,2021-04-29,3592.0
Labyrinth of Refrain: Coven of Dusk,Mostly Positive,"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","Nippon Ichi Software, Inc.","NIS America, Inc.",24.99,2018-09-18,982.0
Niche - a genetics survival game,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Stray Fawn Studio,Stray Fawn Publishing,9.29,2016-09-15,3941.0
Knights of Pen and Paper 2,Very Positive,"['Adventure, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Kyy Games,Paradox Interactive,4.99,2015-10-20,2130.0
Infested Planet,Very Positive,"['Action, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Rocket Bear Games,Rocket Bear Games,14.99,2014-03-06,2305.0
Adore,Very Positive,"['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Cadabra Games,QUByte Interactive,19.99,2023-08-03,347.0
Archmage Rises,Mostly Positive,"['Indie, RPG, Simulation, Early Access']","['Single-player', 'Steam Cloud']",Defiance Game Studio,Defiance Game Studio,9.99,2023-04-24,272.0
Onee Chanbara ORIGIN,Mostly Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Tamsoft,D3PUBLISHER,59.99,2020-10-14,952.0
Idling Gears,Mixed,['Casual'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']",guilemus,guilemus,2.99,2023-11-07,164.0
Another Brick in The Mall,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",The Quadsphere,The Quadsphere,8.99,2020-04-30,2111.0
Staxel,Very Positive,"['Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",Plukit,Humble Games,9.99,2019-04-11,2946.0
Ultimate Epic Battle Simulator,Mostly Positive,"['Action, Adventure, Indie, Simulation, Strategy']",['Single-player'],Brilliant Game Studios,Brilliant Game Studios,14.99,2017-04-12,8301.0
Hand Simulator: Survival,Very Positive,"['Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Stats']",HFM Games,HFM Games,1.99,2019-12-17,7583.0
Potion Tycoon,Mostly Positive,"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Snowhound Games,Daedalic Entertainment,10.99,2023-03-13,296.0
Ben and Ed - Blood Party,Very Positive,"['Action, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']",Sluggerfly,Sluggerfly,14.99,2018-02-13,1910.0
小白兔电商~Bunny e-Shop,Very Positive,"['Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']",落叶岛项目组,NVLMaker,10.99,2021-11-12,8816.0
It Steals,Overwhelmingly Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Remote Play Together']",Zeekerss,Zeekerss,4.99,2020-07-23,1335.0
PAC-MAN MUSEUM+,Very Positive,"['Action, Casual']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",NOW PRODUCTION,Bandai Namco Entertainment,12.99,2022-06-27,301.0
Who's Who?,Mostly Positive,"['Action, Casual']","['Online PvP', 'Steam Achievements']",G1 Playground,G1 Playground,4.99,2022-08-29,334.0
East Trade Tycoon,Mostly Positive,"['Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']",PandaUpStudio,BD Games,3.99,2023-02-23,637.0
Croixleur Sigma - Deluxe Edition,Mostly Positive,"['Action, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Leaderboards']",souvenir circ.,PLAYISM,3.14,2019-11-19,107.0
Impostor Factory,Overwhelmingly Positive,"['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Freebird Games,Freebird Games,5.79,2021-09-30,9490.0
Risen 2: Dark Waters,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Piranha Bytes,THQ Nordic,5.79,2012-04-27,2880.0
Gensokyo Night Festival,Very Positive,"['Action, Casual, Indie, Early Access']",['Single-player'],WSS playground,WSS playground,10.39,2019-10-14,4056.0
Castlevania Advance Collection,Very Positive,['Action'],"['Single-player', 'Steam Achievements']",Konami Digital Entertainment,Konami Digital Entertainment,10.49,2021-09-24,1310.0
Brigador: Up-Armored Edition,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",Stellar Jockeys,Stellar Jockeys,12.49,2016-06-02,3961.0
Space Rangers HD: A War Apart,Very Positive,"['Action, Adventure, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",SNK Games,Fulqrum Publishing,7.99,2013-10-17,4896.0
Griefhelm,Mostly Positive,"['Action, Casual, Indie, Simulation, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Cloud', 'Remote Play Together']",Johnny Dale Lonack,Thorrnet Publishing,9.99,2020-08-20,245.0
Blockland,Mostly Positive,"['Action, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Eric Hartman,Step 1 Games LLC,9.99,2007-02-28,3355.0
Children of a Dead Earth,Very Positive,"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","Q Switched Productions, LLC","Q Switched Productions, LLC",10.49,2016-09-23,711.0
Gods Of Defense,Mixed,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Blue Math,Blue Math,14.99,2023-05-01,40.0
King's Bounty: Warriors of the North,Mostly Positive,"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Fulqrum Publishing,Fulqrum Publishing,5.79,2012-10-26,998.0
Umineko: Golden Fantasia,Very Positive,"['Action, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",07th Expansion,MangaGamer,12.49,2017-12-09,353.0
Project Arrhythmia,Overwhelmingly Positive,"['Action, Adventure, Indie, Strategy, Early Access']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']",Vitamin Games,"Top Hat Studios, Inc.",11.99,2019-06-15,1878.0
Undaunted Normandy,Very Positive,"['Strategy, Early Access']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Remote Play Together']",Bookmark Games,Bookmark Games,15.99,2023-07-28,81.0
Mirror Maker,Mostly Positive,"['Indie, RPG, Simulation']","['Single-player', 'Steam Trading Cards']",KAGAMI WORKs,Paradise Project,0.79,2019-01-17,837.0
Din's Curse,Very Positive,"['Action, Indie, RPG']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",Soldak Entertainment,Soldak Entertainment,1.44,2010-03-31,200.0
Pumping Simulator,Mostly Positive,"['Casual, Indie, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Lance Games,Lance Games,2.99,2020-12-20,412.0
Seven Nights Ghost,Very Positive,['Indie'],['Single-player'],TozukuGames,TozukuGames,11.99,2023-08-31,418.0
Deep Sky Derelicts,Mostly Positive,"['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Snowhound Games,Fulqrum Publishing,10.49,2018-09-26,1668.0
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud']","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",33.29,2021-04-22,243.0
BANCHOU TACTICS,Very Positive,['Strategy'],"['Single-player', 'Steam Achievements']",SECRET CHARACTER,Flyhigh Works,10.49,2023-08-10,63.0
Border Officer,Mixed,"['Action, Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements']",Cheesecake Dev,Cheesecake Dev,5.79,2019-07-19,1117.0
Sudeki,Very Positive,"['Action, Adventure, RPG']","['Single-player', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",Climax Studios,Climax Group,5.99,2005-03-25,730.0
Trine 2: Complete Story,Overwhelmingly Positive,"['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Frozenbyte,Frozenbyte,10.49,2013-06-06,14584.0
Galactic Civilizations III,Mostly Positive,['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",Stardock Entertainment,Stardock Entertainment,18.99,2015-05-14,8162.0
Euro Fishing,Mixed,"['Simulation, Sports']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Dovetail Games,Dovetail Games,7.99,2015-11-02,1431.0
Tangledeep,Very Positive,"['Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Impact Gameworks,Impact Gameworks,14.99,2018-02-01,988.0
Jupiter Hell,Very Positive,"['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",ChaosForge,Hyperstrange,24.99,2021-08-05,1365.0
Strategic Mind: The Pacific,Mostly Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Starni Games,Untold Tales,29.99,2019-10-25,512.0
Receiver 2,Very Positive,"['Action, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",Wolfire Games,Wolfire Games,10.49,2020-04-14,2273.0
Professional Fishing,Mostly Positive,"['Action, Casual, Massively Multiplayer, Simulation, Sports, Free to Play']","['Online PvP', 'Online Co-op', 'In-App Purchases', 'Stats']",MasterCode,Ultimate Games S.A.,0.0,2018-11-30,3554.0
Aquarium Designer,Very Positive,"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements']",Sigur Studio,Games Operators,9.99,2021-10-21,797.0
Field of Glory II: Medieval,Very Positive,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Cloud', 'Remote Play Together']",Byzantine Games,Slitherine Ltd.,14.99,2021-02-04,342.0
Bean Battles,Very Positive,"['Action, Indie']","['Online PvP', 'Steam Achievements', 'Stats']",Gupa Games,Gupa Games,0.99,2018-08-22,6193.0
King's Bounty: The Legend,Very Positive,"['RPG, Strategy']","['Single-player', 'Steam Cloud']",Fulqrum Publishing,Fulqrum Publishing,3.99,2008-09-23,2386.0
Elemental Survivors,Very Positive,"['Action, Casual, Indie, RPG, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Samobee Games,Samobee Games,4.99,2023-08-25,72.0
FIND ALL 4: Magic,Very Positive,"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements']",Very Very LITTLE Studio,Very Very LITTLE Studio,1.99,2023-09-27,321.0
DON'T LOOK AWAY,Very Positive,"['Action, Adventure, Indie, Early Access']",['Online PvP'],DMNT Interactive,DMNT Interactive,2.99,2022-10-16,157.0
Garfield Kart,Very Positive,['Racing'],['Single-player'],Artefacts Studio,Microids,4.99,2013-11-07,9433.0
Autonauts,Very Positive,"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Denki,Curve Games,10.49,2019-10-17,3240.0
Tribal Hunter,Overwhelmingly Positive,"['Action, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Melonsoda Soft,Melonsoda Soft,14.99,2022-08-22,1082.0
Idle Catfarmia,Mostly Positive,"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited ']",RainbowStudio,RainbowStudio,3.44,2023-10-05,37.0
Galactic Mining Corp,Very Positive,"['Action, Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet']",Windybeard,Windybeard,7.29,2021-05-18,795.0
First Strike,Very Positive,"['Action, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Blindflug Studios AG,Blindflug Studios AG,11.99,2017-05-31,1447.0
You Can Kana - Learn Japanese Hiragana & Katakana,Very Positive,['Casual'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",James Moulang,James Moulang,9.99,2021-08-11,164.0
The Book of Unwritten Tales,Very Positive,['Adventure'],"['Single-player', 'Remote Play on Tablet']",KING Art,THQ Nordic,10.49,2012-07-31,1432.0
Lumberhill,Mostly Positive,"['Action, Adventure, Casual, Indie, Simulation']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Remote Play Together']",2BIGo,Untold Tales,3.7,2021-06-13,137.0
Moonshine Inc.,Mixed,"['Simulation, Strategy']","['Single-player', 'Steam Achievements']",Klabater,Klabater,10.49,2022-12-01,125.0
Word Factori,Very Positive,"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Star Garden Games,Star Garden Games,5.99,2023-08-03,248.0
Geometry Wars™ 3: Dimensions Evolved,Very Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Remote Play Together']",Lucid Games,Sierra,14.99,2014-11-25,1156.0
Pure Chess Grandmaster Edition,Mostly Positive,"['Casual, Indie, Simulation, Sports, Strategy']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on TV', 'Remote Play Together']",Ripstone,Ripstone,8.99,2016-09-09,206.0
Trine 3: The Artifacts of Power,Mixed,"['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together']",Frozenbyte,Frozenbyte,11.0,2015-08-20,6650.0
Showrunner,Mostly Positive,"['Indie, Simulation, Strategy, Early Access']",['Single-player'],Inexplicable Games,Inexplicable Games,8.99,2023-01-17,74.0
Knights College,Overwhelmingly Positive,"['Adventure, Casual, Simulation']","['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']",KAIJYU-09,KAIJYU-09,12.49,2021-01-15,1754.0
Day of Defeat,Very Positive,['Action'],['Valve Anti-Cheat enabled'],Valve,Valve,2.99,2003-05-01,3936.0
The Fisherman - Fishing Planet,Mixed,"['Action, Adventure, Casual, Massively Multiplayer, Simulation, Sports, Strategy']","['Online PvP', 'Steam Achievements', 'Steam Cloud']",Fishing Planet LLC,Nacon,14.99,2019-10-17,755.0
Inout,Mostly Positive,"['Action, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']",Gample,Gample,4.99,2023-04-14,87.0
Doom Sweeper,Mostly Positive,"['Casual, Indie, RPG, Strategy, Early Access']",['Single-player'],Paper Dog,Paper Dog,2.99,2023-12-07,197.0
Lost Lands: Redemption Collector's Edition,Positive,"['Adventure, Casual']","['Single-player', 'Steam Achievements', 'Steam Cloud']",FIVE-BN GAMES,FIVE-BN GAMES,4.99,2020-12-30,47.0
Villagers and Heroes,Mixed,"['Free to Play, Indie, Massively Multiplayer, RPG']","['MMO', 'Steam Trading Cards']",Mad Otter Games,Mad Otter Games,0.0,2014-04-17,3268.0
Landlord's Super,Very Positive,"['Adventure, Indie, RPG, Simulation']",['Single-player'],Minskworks,Yogscast Games,10.49,2023-05-25,1121.0
Undead Horde,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",10tons Ltd,10tons Ltd,16.99,2019-05-15,1038.0
ACRES,Very Positive,"['Casual, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Jimi Games,Jimi Games,7.99,2023-10-17,120.0
PAC-MAN 256,Overwhelmingly Positive,['Action'],"['Single-player', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",BANDAI NAMCO Studios Vancouver,BANDAI NAMCO Entertainment,3.49,2016-06-21,1070.0
Wizardry: The Five Ordeals,Very Positive,"['Indie, RPG']","['Single-player', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",59 Studio,Game*Spark Publishing,18.99,2023-10-26,387.0
Omega Labyrinth Life,Mixed,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Matrix,D3PUBLISHER,59.99,2019-12-10,205.0
Dragon's Lair,Mostly Positive,"['Action, Adventure, Casual']","['Single-player', 'Steam Achievements']",Digital Leisure Inc.,Digital Leisure Inc.,5.79,1983-06-19,560.0
